date,var,index
2009-03-01,Transporte y comunicaciones,129.78993
2009-04-01,Transporte y comunicaciones,116.81712
2009-05-01,Transporte y comunicaciones,131.31715
2009-06-01,Transporte y comunicaciones,137.31966
2009-07-01,Transporte y comunicaciones,113.46698
2009-08-01,Transporte y comunicaciones,117.74626
2009-09-01,Transporte y comunicaciones,114.33911
2009-10-01,Transporte y comunicaciones,128.75152
2009-11-01,Transporte y comunicaciones,119.69124
2009-12-01,Transporte y comunicaciones,136.32077
2010-01-01,Transporte y comunicaciones,130.89805
2010-02-01,Transporte y comunicaciones,125.02882
2010-03-01,Transporte y comunicaciones,149.82149
2010-04-01,Transporte y comunicaciones,143.26900
2010-05-01,Transporte y comunicaciones,142.89952
2010-06-01,Transporte y comunicaciones,158.99007
2010-07-01,Transporte y comunicaciones,136.82579
2010-08-01,Transporte y comunicaciones,145.33955
2010-09-01,Transporte y comunicaciones,128.35091
2010-10-01,Transporte y comunicaciones,161.61451
2010-11-01,Transporte y comunicaciones,156.20404
2010-12-01,Transporte y comunicaciones,154.64259
2011-01-01,Transporte y comunicaciones,145.69636
2011-02-01,Transporte y comunicaciones,138.86501
2011-03-01,Transporte y comunicaciones,166.07507
2011-04-01,Transporte y comunicaciones,152.06944
2011-05-01,Transporte y comunicaciones,154.82862
2011-06-01,Transporte y comunicaciones,183.37385
2011-07-01,Transporte y comunicaciones,154.82964
2011-08-01,Transporte y comunicaciones,175.23770
2011-09-01,Transporte y comunicaciones,150.95067
2011-10-01,Transporte y comunicaciones,189.84893
2011-11-01,Transporte y comunicaciones,171.43613
2011-12-01,Transporte y comunicaciones,169.77966
2012-01-01,Transporte y comunicaciones,159.31990
2012-02-01,Transporte y comunicaciones,153.66573
2012-03-01,Transporte y comunicaciones,171.27087
2012-04-01,Transporte y comunicaciones,171.51564
2012-05-01,Transporte y comunicaciones,178.20965
2012-06-01,Transporte y comunicaciones,190.02552
2012-07-01,Transporte y comunicaciones,164.04498
2012-08-01,Transporte y comunicaciones,177.10103
2012-09-01,Transporte y comunicaciones,156.03291
2012-10-01,Transporte y comunicaciones,192.72088
2012-11-01,Transporte y comunicaciones,168.73402
2012-12-01,Transporte y comunicaciones,187.04620
2013-01-01,Transporte y comunicaciones,163.48892
2013-02-01,Transporte y comunicaciones,148.17515
2013-03-01,Transporte y comunicaciones,182.74866
2013-04-01,Transporte y comunicaciones,160.78089
2013-05-01,Transporte y comunicaciones,197.39230
2013-06-01,Transporte y comunicaciones,179.29621
2013-07-01,Transporte y comunicaciones,170.42693
2013-08-01,Transporte y comunicaciones,188.81516
2013-09-01,Transporte y comunicaciones,182.00674
2013-10-01,Transporte y comunicaciones,216.23188
2013-11-01,Transporte y comunicaciones,190.06140
2013-12-01,Transporte y comunicaciones,202.82115
2014-01-01,Transporte y comunicaciones,186.14592
2014-02-01,Transporte y comunicaciones,162.04625
2014-03-01,Transporte y comunicaciones,190.51747
2014-04-01,Transporte y comunicaciones,183.21113
2014-05-01,Transporte y comunicaciones,201.21826
2014-06-01,Transporte y comunicaciones,195.23562
2014-07-01,Transporte y comunicaciones,192.59804
2014-08-01,Transporte y comunicaciones,186.94815
2014-09-01,Transporte y comunicaciones,176.94062
2014-10-01,Transporte y comunicaciones,209.38685
2014-11-01,Transporte y comunicaciones,186.4557
2014-12-01,Transporte y comunicaciones,204.93635
2015-01-01,Transporte y comunicaciones,182.83712
2015-02-01,Transporte y comunicaciones,179.36176
2015-03-01,Transporte y comunicaciones,201.75804
2015-04-01,Transporte y comunicaciones,201.28369
2015-05-01,Transporte y comunicaciones,208.95314
2015-06-01,Transporte y comunicaciones,201.84441
2015-07-01,Transporte y comunicaciones,206.62327
2015-08-01,Transporte y comunicaciones,207.48233
2015-09-01,Transporte y comunicaciones,199.73032
2015-10-01,Transporte y comunicaciones,222.4399
2015-11-01,Transporte y comunicaciones,205.1441
2015-12-01,Transporte y comunicaciones,233.6816
2016-01-01,Transporte y comunicaciones,181.87325
2016-02-01,Transporte y comunicaciones,184.12563
2016-03-01,Transporte y comunicaciones,213.74792
2016-04-01,Transporte y comunicaciones,214.88703
2016-05-01,Transporte y comunicaciones,244.75897
2016-06-01,Transporte y comunicaciones,228.56889
2016-07-01,Transporte y comunicaciones,221.46829
2016-08-01,Transporte y comunicaciones,223.48914
2016-09-01,Transporte y comunicaciones,221.15248
2016-10-01,Transporte y comunicaciones,231.45173
2016-11-01,Transporte y comunicaciones,228.8804
2016-12-01,Transporte y comunicaciones,229.5591
2017-01-01,Transporte y comunicaciones,198.19693
2017-02-01,Transporte y comunicaciones,186.42710
2017-03-01,Transporte y comunicaciones,228.67595
2017-04-01,Transporte y comunicaciones,231.74779
2017-05-01,Transporte y comunicaciones,251.80816
2017-06-01,Transporte y comunicaciones,228.25831
2017-07-01,Transporte y comunicaciones,220.61102
2017-08-01,Transporte y comunicaciones,241.67336
2017-09-01,Transporte y comunicaciones,233.71352
2017-10-01,Transporte y comunicaciones,244.15318
2017-11-01,Transporte y comunicaciones,275.5457
2017-12-01,Transporte y comunicaciones,234.9451
2018-01-01,Transporte y comunicaciones,210.54794
2018-02-01,Transporte y comunicaciones,199.74480
2018-03-01,Transporte y comunicaciones,244.99366
2018-04-01,Transporte y comunicaciones,245.33574
2018-05-01,Transporte y comunicaciones,240.49080
2018-06-01,Transporte y comunicaciones,213.23901
2018-07-01,Transporte y comunicaciones,204.43873
2018-08-01,Transporte y comunicaciones,225.15317
2018-09-01,Transporte y comunicaciones,218.83525
2018-10-01,Transporte y comunicaciones,216.27690
2018-11-01,Transporte y comunicaciones,230.02538
2018-12-01,Transporte y comunicaciones,210.58121
2019-01-01,Transporte y comunicaciones,189.70818
2019-02-01,Transporte y comunicaciones,179.71126
2019-03-01,Transporte y comunicaciones,200.33179
2019-04-01,Transporte y comunicaciones,219.02382
2019-05-01,Transporte y comunicaciones,221.62189
2019-06-01,Transporte y comunicaciones,205.78402
2019-07-01,Transporte y comunicaciones,198.51870
2019-08-01,Transporte y comunicaciones,214.20980
2019-09-01,Transporte y comunicaciones,195.22147
2019-10-01,Transporte y comunicaciones,220.71427
2019-11-01,Transporte y comunicaciones,208.37517
2019-12-01,Transporte y comunicaciones,200.47468
2020-01-01,Transporte y comunicaciones,182.3391
2020-02-01,Transporte y comunicaciones,166.79593
2020-03-01,Transporte y comunicaciones,193.57225
2020-04-01,Transporte y comunicaciones,184.99829
2020-05-01,Transporte y comunicaciones,192.63047
2020-06-01,Transporte y comunicaciones,181.76937
2020-07-01,Transporte y comunicaciones,172.99760
2020-08-01,Transporte y comunicaciones,193.82091
2020-09-01,Transporte y comunicaciones,181.96382
2006-01-01,Financiero, 91.72236
2006-02-01,Financiero, 90.91155
2006-03-01,Financiero, 93.54961
2006-04-01,Financiero, 96.88766
2006-05-01,Financiero, 87.04762
2006-06-01,Financiero,114.41151
2006-07-01,Financiero,101.45079
2006-08-01,Financiero,104.00386
2006-09-01,Financiero,103.76887
2006-10-01,Financiero,105.38925
2006-11-01,Financiero,104.75277
2006-12-01,Financiero,106.10416
2007-01-01,Financiero, 84.97669
2007-02-01,Financiero, 84.50450
2007-03-01,Financiero, 85.43026
2007-04-01,Financiero, 86.58906
2007-05-01,Financiero, 87.93456
2007-06-01,Financiero, 89.72228
2007-07-01,Financiero, 95.67432
2007-08-01,Financiero, 98.18315
2007-09-01,Financiero, 96.52713
2007-10-01,Financiero,104.38635
2007-11-01,Financiero,109.55891
2007-12-01,Financiero,108.39127
2008-01-01,Financiero, 94.41640
2008-02-01,Financiero, 95.55579
2008-03-01,Financiero, 97.35194
2008-04-01,Financiero,100.57271
2008-05-01,Financiero,100.62931
2008-06-01,Financiero,100.13417
2008-07-01,Financiero,100.65723
2008-08-01,Financiero,101.12082
2008-09-01,Financiero,102.47298
2008-10-01,Financiero,103.33805
2008-11-01,Financiero,103.45719
2008-12-01,Financiero,102.52756
2009-01-01,Financiero, 88.44613
2009-02-01,Financiero, 89.46405
2009-03-01,Financiero, 86.53906
2009-04-01,Financiero, 85.29941
2009-05-01,Financiero, 84.43848
2009-06-01,Financiero, 84.44466
2009-07-01,Financiero, 84.79649
2009-08-01,Financiero, 85.27574
2009-09-01,Financiero, 85.42991
2009-10-01,Financiero, 85.36703
2009-11-01,Financiero, 85.98937
2009-12-01,Financiero, 86.48077
2010-01-01,Financiero, 74.80211
2010-02-01,Financiero, 75.25411
2010-03-01,Financiero, 73.95387
2010-04-01,Financiero, 74.80652
2010-05-01,Financiero, 77.66739
2010-06-01,Financiero, 79.83253
2010-07-01,Financiero, 81.45859
2010-08-01,Financiero, 82.06653
2010-09-01,Financiero, 82.29767
2010-10-01,Financiero, 82.78222
2010-11-01,Financiero, 83.79808
2010-12-01,Financiero, 86.29592
2011-01-01,Financiero, 71.85121
2011-02-01,Financiero, 74.41580
2011-03-01,Financiero, 74.52149
2011-04-01,Financiero, 74.39319
2011-05-01,Financiero, 74.29327
2011-06-01,Financiero, 74.58069
2011-07-01,Financiero, 75.37746
2011-08-01,Financiero, 75.81039
2011-09-01,Financiero, 76.66697
2011-10-01,Financiero, 79.14594
2011-11-01,Financiero, 81.69038
2011-12-01,Financiero, 83.29827
2012-01-01,Financiero, 70.52285
2012-02-01,Financiero, 75.19080
2012-03-01,Financiero, 75.46296
2012-04-01,Financiero, 75.65579
2012-05-01,Financiero, 76.41905
2012-06-01,Financiero, 78.41101
2012-07-01,Financiero, 80.22168
2012-08-01,Financiero, 81.35676
2012-09-01,Financiero, 82.43214
2012-10-01,Financiero, 83.75027
2012-11-01,Financiero, 86.19665
2012-12-01,Financiero, 89.31496
2013-01-01,Financiero, 74.68842
2013-02-01,Financiero, 79.98553
2013-03-01,Financiero, 80.68383
2013-04-01,Financiero, 82.07697
2013-05-01,Financiero, 83.49760
2013-06-01,Financiero, 84.82974
2013-07-01,Financiero, 86.11636
2013-08-01,Financiero, 87.52866
2013-09-01,Financiero, 89.45276
2013-10-01,Financiero, 92.72663
2013-11-01,Financiero, 96.39076
2013-12-01,Financiero, 99.44629
2014-01-01,Financiero, 83.78938
2014-02-01,Financiero, 89.88402
2014-03-01,Financiero, 91.58970
2014-04-01,Financiero, 92.60656
2014-05-01,Financiero, 93.99973
2014-06-01,Financiero, 95.58134
2014-07-01,Financiero, 96.68682
2014-08-01,Financiero, 98.19637
2014-09-01,Financiero, 99.86267
2014-10-01,Financiero,102.22531
2014-11-01,Financiero,105.5120
2014-12-01,Financiero,107.85185
2015-01-01,Financiero, 92.37425
2015-02-01,Financiero, 97.59097
2015-03-01,Financiero, 97.67354
2015-04-01,Financiero, 98.57668
2015-05-01,Financiero, 99.79528
2015-06-01,Financiero,101.03278
2015-07-01,Financiero,102.93000
2015-08-01,Financiero,104.59704
2015-09-01,Financiero,106.43220
2015-10-01,Financiero,109.3593
2015-11-01,Financiero,112.4592
2015-12-01,Financiero,115.3304
2016-01-01,Financiero, 98.33835
2016-02-01,Financiero,104.46271
2016-03-01,Financiero,105.31144
2016-04-01,Financiero,106.61419
2016-05-01,Financiero,108.29172
2016-06-01,Financiero,110.62453
2016-07-01,Financiero,112.95754
2016-08-01,Financiero,115.05102
2016-09-01,Financiero,117.06373
2016-10-01,Financiero,119.21447
2016-11-01,Financiero,121.8585
2016-12-01,Financiero,123.7787
2017-01-01,Financiero,105.68889
2017-02-01,Financiero,112.22163
2017-03-01,Financiero,112.99397
2017-04-01,Financiero,114.09586
2017-05-01,Financiero,115.36434
2017-06-01,Financiero,116.72034
2017-07-01,Financiero,117.90735
2017-08-01,Financiero,118.95379
2017-09-01,Financiero,119.79630
2017-10-01,Financiero,121.13949
2017-11-01,Financiero,122.9260
2017-12-01,Financiero,123.9104
2018-01-01,Financiero,103.97827
2018-02-01,Financiero,112.07710
2018-03-01,Financiero,112.62387
2018-04-01,Financiero,113.19055
2018-05-01,Financiero,112.73659
2018-06-01,Financiero,111.69516
2018-07-01,Financiero,111.74668
2018-08-01,Financiero,111.55404
2018-09-01,Financiero,109.94283
2018-10-01,Financiero,108.33919
2018-11-01,Financiero,108.52405
2018-12-01,Financiero,107.94395
2019-01-01,Financiero,102.28515
2019-02-01,Financiero, 98.24248
2019-03-01,Financiero, 96.41729
2019-04-01,Financiero, 94.07784
2019-05-01,Financiero, 91.97716
2019-06-01,Financiero, 90.64887
2019-07-01,Financiero, 89.68206
2019-08-01,Financiero, 88.48737
2019-09-01,Financiero, 87.90375
2019-10-01,Financiero, 88.01884
2019-11-01,Financiero, 88.31372
2019-12-01,Financiero, 87.97449
2020-01-01,Financiero, 79.2349
2020-02-01,Financiero, 79.13389
2020-03-01,Financiero, 78.78362
2020-04-01,Financiero, 77.50614
2020-05-01,Financiero, 76.34598
2020-06-01,Financiero, 75.63619
2020-07-01,Financiero, 75.14984
2020-08-01,Financiero, 75.35008
2020-09-01,Financiero, 75.99970
2006-01-01,Vivienda, 98.14969
2006-02-01,Vivienda, 98.61283
2006-03-01,Vivienda, 99.69066
2006-04-01,Vivienda, 98.68291
2006-05-01,Vivienda,100.36028
2006-06-01,Vivienda,101.28731
2006-07-01,Vivienda, 99.41525
2006-08-01,Vivienda,100.52286
2006-09-01,Vivienda, 98.73927
2006-10-01,Vivienda, 99.46653
2006-11-01,Vivienda,101.71736
2006-12-01,Vivienda,103.35506
2007-01-01,Vivienda,101.55870
2007-02-01,Vivienda,101.09611
2007-03-01,Vivienda,104.09581
2007-04-01,Vivienda,102.91506
2007-05-01,Vivienda,105.26473
2007-06-01,Vivienda,104.08853
2007-07-01,Vivienda,102.47752
2007-08-01,Vivienda,101.25586
2007-09-01,Vivienda,100.01226
2007-10-01,Vivienda,103.30214
2007-11-01,Vivienda, 95.95972
2007-12-01,Vivienda, 97.51190
2008-01-01,Vivienda, 96.24149
2008-02-01,Vivienda, 96.63544
2008-03-01,Vivienda, 96.01663
2008-04-01,Vivienda, 94.93401
2008-05-01,Vivienda, 95.46465
2008-06-01,Vivienda, 97.72790
2008-07-01,Vivienda,102.54557
2008-08-01,Vivienda,105.74765
2008-09-01,Vivienda,108.75134
2008-10-01,Vivienda,112.62178
2008-11-01,Vivienda,111.69039
2008-12-01,Vivienda,114.12041
2009-01-01,Vivienda,104.36088
2009-02-01,Vivienda,100.22171
2009-03-01,Vivienda,101.26310
2009-04-01,Vivienda,102.64385
2009-05-01,Vivienda,105.29156
2009-06-01,Vivienda,107.27555
2009-07-01,Vivienda,106.34168
2009-08-01,Vivienda,106.51310
2009-09-01,Vivienda,105.62800
2009-10-01,Vivienda,103.79412
2009-11-01,Vivienda,103.55588
2009-12-01,Vivienda,106.94951
2010-01-01,Vivienda,107.85144
2010-02-01,Vivienda,105.81471
2010-03-01,Vivienda,104.97300
2010-04-01,Vivienda,103.98361
2010-05-01,Vivienda,102.20255
2010-06-01,Vivienda,101.71835
2010-07-01,Vivienda,101.60514
2010-08-01,Vivienda,102.48937
2010-09-01,Vivienda,101.87497
2010-10-01,Vivienda,103.63523
2010-11-01,Vivienda,102.12916
2010-12-01,Vivienda,104.54056
2011-01-01,Vivienda,103.78857
2011-02-01,Vivienda,103.03444
2011-03-01,Vivienda,105.86004
2011-04-01,Vivienda,104.97048
2011-05-01,Vivienda,104.39441
2011-06-01,Vivienda,106.66870
2011-07-01,Vivienda,103.51713
2011-08-01,Vivienda,102.87299
2011-09-01,Vivienda,103.46337
2011-10-01,Vivienda,106.31171
2011-11-01,Vivienda,107.55824
2011-12-01,Vivienda,107.95136
2012-01-01,Vivienda,105.41512
2012-02-01,Vivienda,103.76846
2012-03-01,Vivienda,103.61609
2012-04-01,Vivienda,104.41947
2012-05-01,Vivienda,103.50441
2012-06-01,Vivienda,104.58709
2012-07-01,Vivienda,103.95411
2012-08-01,Vivienda,104.65445
2012-09-01,Vivienda,108.11688
2012-10-01,Vivienda,109.73419
2012-11-01,Vivienda,111.63894
2012-12-01,Vivienda,114.96938
2013-01-01,Vivienda,104.04483
2013-02-01,Vivienda,106.21578
2013-03-01,Vivienda,108.85390
2013-04-01,Vivienda,110.24836
2013-05-01,Vivienda,111.08620
2013-06-01,Vivienda,112.37219
2013-07-01,Vivienda,109.40566
2013-08-01,Vivienda,108.42456
2013-09-01,Vivienda,109.09216
2013-10-01,Vivienda,110.34501
2013-11-01,Vivienda,111.63377
2013-12-01,Vivienda,116.31782
2014-01-01,Vivienda,108.50936
2014-02-01,Vivienda,111.53841
2014-03-01,Vivienda,112.76558
2014-04-01,Vivienda,110.37427
2014-05-01,Vivienda,109.01748
2014-06-01,Vivienda,110.36447
2014-07-01,Vivienda,112.66786
2014-08-01,Vivienda,112.41534
2014-09-01,Vivienda,114.31180
2014-10-01,Vivienda,116.21960
2014-11-01,Vivienda,116.5573
2014-12-01,Vivienda,116.80292
2015-01-01,Vivienda,113.84296
2015-02-01,Vivienda,112.45335
2015-03-01,Vivienda,113.40687
2015-04-01,Vivienda,116.32303
2015-05-01,Vivienda,115.82131
2015-06-01,Vivienda,116.76216
2015-07-01,Vivienda,114.15234
2015-08-01,Vivienda,114.75004
2015-09-01,Vivienda,116.31328
2015-10-01,Vivienda,119.3576
2015-11-01,Vivienda,120.2141
2015-12-01,Vivienda,120.6733
2016-01-01,Vivienda,118.16527
2016-02-01,Vivienda,115.59592
2016-03-01,Vivienda,116.12951
2016-04-01,Vivienda,118.60015
2016-05-01,Vivienda,119.40651
2016-06-01,Vivienda,119.26159
2016-07-01,Vivienda,118.29602
2016-08-01,Vivienda,118.71259
2016-09-01,Vivienda,120.26827
2016-10-01,Vivienda,124.39160
2016-11-01,Vivienda,125.6932
2016-12-01,Vivienda,124.5793
2017-01-01,Vivienda,121.07401
2017-02-01,Vivienda,119.81517
2017-03-01,Vivienda,120.60686
2017-04-01,Vivienda,123.44938
2017-05-01,Vivienda,124.78211
2017-06-01,Vivienda,123.85713
2017-07-01,Vivienda,119.25318
2017-08-01,Vivienda,120.79603
2017-09-01,Vivienda,125.51735
2017-10-01,Vivienda,129.81598
2017-11-01,Vivienda,131.5368
2017-12-01,Vivienda,129.3058
2018-01-01,Vivienda,122.06508
2018-02-01,Vivienda,119.88513
2018-03-01,Vivienda,120.76605
2018-04-01,Vivienda,122.63051
2018-05-01,Vivienda,122.32999
2018-06-01,Vivienda,119.56395
2018-07-01,Vivienda,117.52168
2018-08-01,Vivienda,118.60208
2018-09-01,Vivienda,123.98469
2018-10-01,Vivienda,128.94656
2018-11-01,Vivienda,130.64481
2018-12-01,Vivienda,125.41464
2019-01-01,Vivienda,121.90969
2019-02-01,Vivienda,118.84657
2019-03-01,Vivienda,117.80551
2019-04-01,Vivienda,119.55699
2019-05-01,Vivienda,119.56797
2019-06-01,Vivienda,118.52499
2019-07-01,Vivienda,116.25242
2019-08-01,Vivienda,116.99888
2019-09-01,Vivienda,120.28980
2019-10-01,Vivienda,128.92016
2019-11-01,Vivienda,130.41220
2019-12-01,Vivienda,122.61821
2020-01-01,Vivienda,121.0893
2020-02-01,Vivienda,117.85061
2020-03-01,Vivienda,116.94355
2020-04-01,Vivienda,117.82780
2020-05-01,Vivienda,117.64834
2020-06-01,Vivienda,118.07124
2020-07-01,Vivienda,114.24085
2020-08-01,Vivienda,115.71417
2020-09-01,Vivienda,120.49236
2006-01-01,Administración pública y defensa, 98.20527
2006-02-01,Administración pública y defensa, 99.43384
2006-03-01,Administración pública y defensa, 99.44545
2006-04-01,Administración pública y defensa, 99.47786
2006-05-01,Administración pública y defensa, 99.62014
2006-06-01,Administración pública y defensa, 99.46860
2006-07-01,Administración pública y defensa, 99.78995
2006-08-01,Administración pública y defensa, 99.89312
2006-09-01,Administración pública y defensa,100.18096
2006-10-01,Administración pública y defensa,100.40407
2006-11-01,Administración pública y defensa,102.17822
2006-12-01,Administración pública y defensa,101.90252
2007-01-01,Administración pública y defensa,101.16763
2007-02-01,Administración pública y defensa,101.24677
2007-03-01,Administración pública y defensa,100.73940
2007-04-01,Administración pública y defensa,100.84108
2007-05-01,Administración pública y defensa,102.95055
2007-06-01,Administración pública y defensa,103.51212
2007-07-01,Administración pública y defensa,104.59236
2007-08-01,Administración pública y defensa,105.16346
2007-09-01,Administración pública y defensa,105.96620
2007-10-01,Administración pública y defensa,106.60413
2007-11-01,Administración pública y defensa,107.62424
2007-12-01,Administración pública y defensa,109.16650
2008-01-01,Administración pública y defensa,109.75311
2008-02-01,Administración pública y defensa,111.03955
2008-03-01,Administración pública y defensa,111.84651
2008-04-01,Administración pública y defensa,112.69857
2008-05-01,Administración pública y defensa,114.03220
2008-06-01,Administración pública y defensa,114.96093
2008-07-01,Administración pública y defensa,115.49687
2008-08-01,Administración pública y defensa,116.36312
2008-09-01,Administración pública y defensa,116.61870
2008-10-01,Administración pública y defensa,117.14256
2008-11-01,Administración pública y defensa,117.26168
2008-12-01,Administración pública y defensa,119.07860
2009-01-01,Administración pública y defensa,119.04619
2009-02-01,Administración pública y defensa,119.16621
2009-03-01,Administración pública y defensa,119.33348
2009-04-01,Administración pública y defensa,119.37023
2009-05-01,Administración pública y defensa,119.49035
2009-06-01,Administración pública y defensa,120.20179
2009-07-01,Administración pública y defensa,120.66941
2009-08-01,Administración pública y defensa,120.99414
2009-09-01,Administración pública y defensa,121.10401
2009-10-01,Administración pública y defensa,121.27636
2009-11-01,Administración pública y defensa,121.56941
2009-12-01,Administración pública y defensa,124.07179
2010-01-01,Administración pública y defensa,122.12187
2010-02-01,Administración pública y defensa,124.25481
2010-03-01,Administración pública y defensa,125.11461
2010-04-01,Administración pública y defensa,125.47775
2010-05-01,Administración pública y defensa,125.63659
2010-06-01,Administración pública y defensa,126.07601
2010-07-01,Administración pública y defensa,126.86506
2010-08-01,Administración pública y defensa,127.06453
2010-09-01,Administración pública y defensa,127.34014
2010-10-01,Administración pública y defensa,127.39702
2010-11-01,Administración pública y defensa,127.40558
2010-12-01,Administración pública y defensa,129.02666
2011-01-01,Administración pública y defensa,129.31989
2011-02-01,Administración pública y defensa,130.50064
2011-03-01,Administración pública y defensa,130.98438
2011-04-01,Administración pública y defensa,130.93818
2011-05-01,Administración pública y defensa,131.85501
2011-06-01,Administración pública y defensa,132.42545
2011-07-01,Administración pública y defensa,133.11542
2011-08-01,Administración pública y defensa,133.33439
2011-09-01,Administración pública y defensa,133.74684
2011-10-01,Administración pública y defensa,133.90446
2011-11-01,Administración pública y defensa,133.85037
2011-12-01,Administración pública y defensa,134.99093
2012-01-01,Administración pública y defensa,133.02614
2012-02-01,Administración pública y defensa,132.80979
2012-03-01,Administración pública y defensa,132.95994
2012-04-01,Administración pública y defensa,136.97414
2012-05-01,Administración pública y defensa,137.20874
2012-06-01,Administración pública y defensa,137.65641
2012-07-01,Administración pública y defensa,139.32282
2012-08-01,Administración pública y defensa,139.68129
2012-09-01,Administración pública y defensa,140.13581
2012-10-01,Administración pública y defensa,140.83269
2012-11-01,Administración pública y defensa,141.82456
2012-12-01,Administración pública y defensa,143.57085
2013-01-01,Administración pública y defensa,143.61098
2013-02-01,Administración pública y defensa,144.17858
2013-03-01,Administración pública y defensa,144.53022
2013-04-01,Administración pública y defensa,144.55807
2013-05-01,Administración pública y defensa,144.72983
2013-06-01,Administración pública y defensa,145.42359
2013-07-01,Administración pública y defensa,146.18561
2013-08-01,Administración pública y defensa,146.45200
2013-09-01,Administración pública y defensa,146.60603
2013-10-01,Administración pública y defensa,146.97167
2013-11-01,Administración pública y defensa,147.17663
2013-12-01,Administración pública y defensa,149.33914
2014-01-01,Administración pública y defensa,149.29225
2014-02-01,Administración pública y defensa,149.40844
2014-03-01,Administración pública y defensa,150.13355
2014-04-01,Administración pública y defensa,150.95072
2014-05-01,Administración pública y defensa,151.13792
2014-06-01,Administración pública y defensa,150.93584
2014-07-01,Administración pública y defensa,152.51529
2014-08-01,Administración pública y defensa,153.13852
2014-09-01,Administración pública y defensa,153.27455
2014-10-01,Administración pública y defensa,154.31113
2014-11-01,Administración pública y defensa,154.3744
2014-12-01,Administración pública y defensa,155.93139
2015-01-01,Administración pública y defensa,155.61585
2015-02-01,Administración pública y defensa,155.38554
2015-03-01,Administración pública y defensa,155.90014
2015-04-01,Administración pública y defensa,155.91322
2015-05-01,Administración pública y defensa,155.64647
2015-06-01,Administración pública y defensa,156.28696
2015-07-01,Administración pública y defensa,157.30790
2015-08-01,Administración pública y defensa,157.32024
2015-09-01,Administración pública y defensa,157.62033
2015-10-01,Administración pública y defensa,158.9926
2015-11-01,Administración pública y defensa,158.9937
2015-12-01,Administración pública y defensa,161.4839
2016-01-01,Administración pública y defensa,161.18653
2016-02-01,Administración pública y defensa,161.28505
2016-03-01,Administración pública y defensa,161.53877
2016-04-01,Administración pública y defensa,162.41863
2016-05-01,Administración pública y defensa,163.88918
2016-06-01,Administración pública y defensa,165.73513
2016-07-01,Administración pública y defensa,165.92513
2016-08-01,Administración pública y defensa,166.39578
2016-09-01,Administración pública y defensa,174.95021
2016-10-01,Administración pública y defensa,175.63475
2016-11-01,Administración pública y defensa,175.8161
2016-12-01,Administración pública y defensa,175.7903
2017-01-01,Administración pública y defensa,175.34666
2017-02-01,Administración pública y defensa,176.17514
2017-03-01,Administración pública y defensa,176.42683
2017-04-01,Administración pública y defensa,175.88337
2017-05-01,Administración pública y defensa,175.50915
2017-06-01,Administración pública y defensa,175.15471
2017-07-01,Administración pública y defensa,178.38693
2017-08-01,Administración pública y defensa,177.65165
2017-09-01,Administración pública y defensa,177.24280
2017-10-01,Administración pública y defensa,177.08864
2017-11-01,Administración pública y defensa,178.7099
2017-12-01,Administración pública y defensa,179.5738
2018-01-01,Administración pública y defensa,179.45641
2018-02-01,Administración pública y defensa,177.98703
2018-03-01,Administración pública y defensa,177.49011
2018-04-01,Administración pública y defensa,176.83742
2018-05-01,Administración pública y defensa,176.02755
2018-06-01,Administración pública y defensa,174.56981
2018-07-01,Administración pública y defensa,176.93885
2018-08-01,Administración pública y defensa,176.32500
2018-09-01,Administración pública y defensa,175.28189
2018-10-01,Administración pública y defensa,175.02495
2018-11-01,Administración pública y defensa,177.81510
2018-12-01,Administración pública y defensa,177.47683
2019-01-01,Administración pública y defensa,177.07493
2019-02-01,Administración pública y defensa,176.07378
2019-03-01,Administración pública y defensa,175.37191
2019-04-01,Administración pública y defensa,176.43572
2019-05-01,Administración pública y defensa,176.80772
2019-06-01,Administración pública y defensa,176.22900
2019-07-01,Administración pública y defensa,178.21910
2019-08-01,Administración pública y defensa,178.06371
2019-09-01,Administración pública y defensa,180.40463
2019-10-01,Administración pública y defensa,177.29826
2019-11-01,Administración pública y defensa,179.39228
2019-12-01,Administración pública y defensa,179.57414
2020-01-01,Administración pública y defensa,178.9928
2020-02-01,Administración pública y defensa,180.75610
2020-03-01,Administración pública y defensa,179.70158
2020-04-01,Administración pública y defensa,178.69711
2020-05-01,Administración pública y defensa,180.19043
2020-06-01,Administración pública y defensa,181.92327
2020-07-01,Administración pública y defensa,182.68909
2020-08-01,Administración pública y defensa,180.83050
2020-09-01,Administración pública y defensa,180.77979
2006-01-01,Enseñanza,106.35708
2006-02-01,Enseñanza,103.16945
2006-03-01,Enseñanza,101.14177
2006-04-01,Enseñanza, 99.76681
2006-05-01,Enseñanza, 99.07592
2006-06-01,Enseñanza, 99.22672
2006-07-01,Enseñanza, 99.96467
2006-08-01,Enseñanza, 99.44435
2006-09-01,Enseñanza, 98.25657
2006-10-01,Enseñanza, 96.11867
2006-11-01,Enseñanza, 96.93833
2006-12-01,Enseñanza,100.53967
2007-01-01,Enseñanza,106.10548
2007-02-01,Enseñanza,106.31902
2007-03-01,Enseñanza,104.77545
2007-04-01,Enseñanza,100.06312
2007-05-01,Enseñanza, 98.92070
2007-06-01,Enseñanza,101.34543
2007-07-01,Enseñanza,103.08865
2007-08-01,Enseñanza,103.11874
2007-09-01,Enseñanza,101.35917
2007-10-01,Enseñanza, 98.16882
