date,var,type,amount
2012-03-01,Manufactura,Real, 5565.9186
2012-06-01,Manufactura,Real, 4551.0350
2012-09-01,Manufactura,Real, 5342.0768
2012-12-01,Manufactura,Real, 5711.5766
2013-03-01,Manufactura,Real, 5689.3641
2013-06-01,Manufactura,Real, 5197.7506
2013-09-01,Manufactura,Real, 5729.1995
2013-12-01,Manufactura,Real, 5937.6651
2014-03-01,Manufactura,Real, 6311.0020
2014-06-01,Manufactura,Real, 5518.7463
2014-09-01,Manufactura,Real, 6174.8370
2014-12-01,Manufactura,Real, 6256.3551
2015-03-01,Manufactura,Real, 6417.6542
2015-06-01,Manufactura,Real, 5444.3336
2015-09-01,Manufactura,Real, 6471.8388
2015-12-01,Manufactura,Real, 6529.3286
2016-03-01,Manufactura,Real, 6657.5608
2016-06-01,Manufactura,Real, 5978.6578
2016-09-01,Manufactura,Real, 6503.2006
2016-12-01,Manufactura,Real, 6635.4515
2017-03-01,Manufactura,Real, 6860.2613
2017-06-01,Manufactura,Real, 6149.6145
2017-09-01,Manufactura,Real, 6714.5041
2017-12-01,Manufactura,Real, 6786.9747
2018-03-01,Manufactura,Real, 7078.7208
2018-06-01,Manufactura,Real, 5733.4596
2018-09-01,Manufactura,Real, 7064.4084
2018-12-01,Manufactura,Real, 6772.3836
2019-03-01,Manufactura,Real, 6824.6371
2019-06-01,Manufactura,Real, 5940.5982
2019-09-01,Manufactura,Real, 6931.7832
2019-12-01,Manufactura,Real, 6998.7770
2020-03-01,Manufactura,Real, 7193.4162
2020-06-01,Manufactura,Real, 4825.0238
2006-03-01,Construcción,Real, 1401.7468
2006-06-01,Construcción,Real, 1461.34675
2006-09-01,Construcción,Real, 1396.6472
2006-12-01,Construcción,Real, 1531.9273
2007-03-01,Construcción,Real, 1316.2525
2007-06-01,Construcción,Real, 1489.4769
2007-09-01,Construcción,Real, 1227.1154
2007-12-01,Construcción,Real, 1271.7077
2008-03-01,Construcción,Real, 1165.8527
2008-06-01,Construcción,Real, 1179.3958
2008-09-01,Construcción,Real, 1067.5712
2008-12-01,Construcción,Real, 1073.6177
2009-03-01,Construcción,Real,  826.0129
2009-06-01,Construcción,Real,  855.0028
2009-09-01,Construcción,Real,  689.7136
2009-12-01,Construcción,Real,  808.4651
2010-03-01,Construcción,Real,  579.9848
2010-06-01,Construcción,Real,  632.8538
2010-09-01,Construcción,Real,  605.8306
2010-12-01,Construcción,Real,  813.9507
2011-03-01,Construcción,Real,  676.3624
2011-06-01,Construcción,Real,  705.8736
2011-09-01,Construcción,Real,  683.1373
2011-12-01,Construcción,Real,  851.6637
2012-03-01,Construcción,Real,  869.2511
2012-06-01,Construcción,Real,  902.6970
2012-09-01,Construcción,Real,  808.8407
2012-12-01,Construcción,Real, 1125.3898
2013-03-01,Construcción,Real, 1028.3138
2013-06-01,Construcción,Real, 1110.8201
2013-09-01,Construcción,Real, 1015.3436
2013-12-01,Construcción,Real,  958.7623
2014-03-01,Construcción,Real,  989.6255
2014-06-01,Construcción,Real, 1004.2448
2014-09-01,Construcción,Real,  945.0453
2014-12-01,Construcción,Real, 1247.7149
2015-03-01,Construcción,Real, 1194.3643
2015-06-01,Construcción,Real, 1284.4826
2015-09-01,Construcción,Real, 1259.2141
2015-12-01,Construcción,Real, 1513.1534
2016-03-01,Construcción,Real, 1186.2517
2016-06-01,Construcción,Real, 1272.8968
2016-09-01,Construcción,Real, 1283.9223
2016-12-01,Construcción,Real, 1435.9429
2017-03-01,Construcción,Real, 1450.9167
2017-06-01,Construcción,Real, 1292.4149
2017-09-01,Construcción,Real, 1360.8056
2017-12-01,Construcción,Real, 1519.2675
2018-03-01,Construcción,Real, 1380.2722
2018-06-01,Construcción,Real, 1151.8318
2018-09-01,Construcción,Real, 1212.2362
2018-12-01,Construcción,Real, 1004.1110
2019-03-01,Construcción,Real,  637.6283
2019-06-01,Construcción,Real,  688.6518
2019-09-01,Construcción,Real,  728.4156
2019-12-01,Construcción,Real,  884.4830
2020-03-01,Construcción,Real,  743.4402
2020-06-01,Construcción,Real,  658.1452
2006-03-01,Electricidad,Real,  327.4780
2006-06-01,Electricidad,Real,  316.03137
2006-09-01,Electricidad,Real,  287.8807
2006-12-01,Electricidad,Real,  291.8266
2007-03-01,Electricidad,Real,  307.5230
2007-06-01,Electricidad,Real,  290.3456
2007-09-01,Electricidad,Real,  267.6469
2007-12-01,Electricidad,Real,  317.8953
2008-03-01,Electricidad,Real,  409.4252
2008-06-01,Electricidad,Real,  414.0442
2008-09-01,Electricidad,Real,  412.8885
2008-12-01,Electricidad,Real,  425.7536
2009-03-01,Electricidad,Real,  435.3291
2009-06-01,Electricidad,Real,  424.3043
2009-09-01,Electricidad,Real,  412.0849
2009-12-01,Electricidad,Real,  427.3503
2010-03-01,Electricidad,Real,  468.7541
2010-06-01,Electricidad,Real,  464.1529
2010-09-01,Electricidad,Real,  408.8046
2010-12-01,Electricidad,Real,  424.1876
2011-03-01,Electricidad,Real,  451.5151
2011-06-01,Electricidad,Real,  427.9759
2011-09-01,Electricidad,Real,  404.6562
2011-12-01,Electricidad,Real,  431.5333
2012-03-01,Electricidad,Real,  498.7223
2012-06-01,Electricidad,Real,  517.9526
2012-09-01,Electricidad,Real,  516.0902
2012-12-01,Electricidad,Real,  543.3547
2013-03-01,Electricidad,Real,  642.9259
2013-06-01,Electricidad,Real,  670.4582
2013-09-01,Electricidad,Real,  602.4127
2013-12-01,Electricidad,Real,  650.9373
2014-03-01,Electricidad,Real,  746.0342
2014-06-01,Electricidad,Real,  749.0062
2014-09-01,Electricidad,Real,  699.7766
2014-12-01,Electricidad,Real,  695.4367
2015-03-01,Electricidad,Real,  747.0336
2015-06-01,Electricidad,Real,  743.2639
2015-09-01,Electricidad,Real,  722.9602
2015-12-01,Electricidad,Real,  730.5999
2016-03-01,Electricidad,Real,  811.0957
2016-06-01,Electricidad,Real,  779.4426
2016-09-01,Electricidad,Real,  687.4679
2016-12-01,Electricidad,Real,  693.6584
2017-03-01,Electricidad,Real,  758.7194
2017-06-01,Electricidad,Real,  741.2652
2017-09-01,Electricidad,Real,  651.3345
2017-12-01,Electricidad,Real,  687.2666
2018-03-01,Electricidad,Real,  778.3343
2018-06-01,Electricidad,Real,  761.3941
2018-09-01,Electricidad,Real,  702.5538
2018-12-01,Electricidad,Real,  719.5031
2019-03-01,Electricidad,Real,  818.0560
2019-06-01,Electricidad,Real,  791.8720
2019-09-01,Electricidad,Real,  680.0751
2019-12-01,Electricidad,Real,  625.4482
2020-03-01,Electricidad,Real,  709.9389
2020-06-01,Electricidad,Real,  652.0831
2006-03-01,Agua,Real,  137.6462
2006-06-01,Agua,Real,  141.80475
2006-09-01,Agua,Real,  136.6167
2006-12-01,Agua,Real,  134.8767
2007-03-01,Agua,Real,  139.3955
2007-06-01,Agua,Real,  138.9225
2007-09-01,Agua,Real,  127.5488
2007-12-01,Agua,Real,  136.5639
2008-03-01,Agua,Real,  145.8939
2008-06-01,Agua,Real,  145.2292
2008-09-01,Agua,Real,  145.7431
2008-12-01,Agua,Real,  150.6034
2009-03-01,Agua,Real,  166.2853
2009-06-01,Agua,Real,  171.1910
2009-09-01,Agua,Real,  165.7789
2009-12-01,Agua,Real,  164.6359
2010-03-01,Agua,Real,  161.5804
2010-06-01,Agua,Real,  166.8674
2010-09-01,Agua,Real,  170.8249
2010-12-01,Agua,Real,  183.6938
2011-03-01,Agua,Real,  217.1541
2011-06-01,Agua,Real,  237.4921
2011-09-01,Agua,Real,  237.6383
2011-12-01,Agua,Real,  244.3243
2012-03-01,Agua,Real,  251.0146
2012-06-01,Agua,Real,  246.4938
2012-09-01,Agua,Real,  243.9495
2012-12-01,Agua,Real,  243.0703
2013-03-01,Agua,Real,  249.5800
2013-06-01,Agua,Real,  251.4561
2013-09-01,Agua,Real,  238.5083
2013-12-01,Agua,Real,  234.0063
2014-03-01,Agua,Real,  243.8499
2014-06-01,Agua,Real,  252.2715
2014-09-01,Agua,Real,  246.7484
2014-12-01,Agua,Real,  240.7799
2015-03-01,Agua,Real,  247.3292
2015-06-01,Agua,Real,  252.9146
2015-09-01,Agua,Real,  254.6911
2015-12-01,Agua,Real,  256.1626
2016-03-01,Agua,Real,  265.9783
2016-06-01,Agua,Real,  265.4406
2016-09-01,Agua,Real,  268.0554
2016-12-01,Agua,Real,  267.7011
2017-03-01,Agua,Real,  277.0035
2017-06-01,Agua,Real,  274.1182
2017-09-01,Agua,Real,  269.8975
2017-12-01,Agua,Real,  274.7220
2018-03-01,Agua,Real,  283.7891
2018-06-01,Agua,Real,  282.2621
2018-09-01,Agua,Real,  282.8460
2018-12-01,Agua,Real,  285.7610
2019-03-01,Agua,Real,  291.4395
2019-06-01,Agua,Real,  294.7661
2019-09-01,Agua,Real,  281.1163
2019-12-01,Agua,Real,  288.1162
2020-03-01,Agua,Real,  295.7845
2020-06-01,Agua,Real,  292.3780
2006-03-01,Comercio,Real, 3004.0021
2006-06-01,Comercio,Real, 3191.24211
2006-09-01,Comercio,Real, 3160.8417
2006-12-01,Comercio,Real, 3447.1042
2007-03-01,Comercio,Real, 3267.7433
2007-06-01,Comercio,Real, 3157.2407
2007-09-01,Comercio,Real, 3240.0471
2007-12-01,Comercio,Real, 3649.4565
2008-03-01,Comercio,Real, 3459.4549
2008-06-01,Comercio,Real, 3646.9395
2008-09-01,Comercio,Real, 3493.6296
2008-12-01,Comercio,Real, 3537.4091
2009-03-01,Comercio,Real, 3124.4950
2009-06-01,Comercio,Real, 3323.9734
2009-09-01,Comercio,Real, 3407.3693
2009-12-01,Comercio,Real, 3690.0718
2010-03-01,Comercio,Real, 3552.2011
2010-06-01,Comercio,Real, 3494.7642
2010-09-01,Comercio,Real, 3591.8911
2010-12-01,Comercio,Real, 3958.9507
2011-03-01,Comercio,Real, 3860.2136
2011-06-01,Comercio,Real, 3945.0412
2011-09-01,Comercio,Real, 4016.8026
2011-12-01,Comercio,Real, 4251.4987
2012-03-01,Comercio,Real, 4199.7729
2012-06-01,Comercio,Real, 4257.4971
2012-09-01,Comercio,Real, 4361.7326
2012-12-01,Comercio,Real, 4398.9758
2013-03-01,Comercio,Real, 4199.8325
2013-06-01,Comercio,Real, 4452.9457
2013-09-01,Comercio,Real, 4391.0667
2013-12-01,Comercio,Real, 4680.1432
2014-03-01,Comercio,Real, 4418.1013
2014-06-01,Comercio,Real, 4636.4812
2014-09-01,Comercio,Real, 4509.4193
2014-12-01,Comercio,Real, 4838.7568
2015-03-01,Comercio,Real, 4407.1850
2015-06-01,Comercio,Real, 4581.9227
2015-09-01,Comercio,Real, 4669.6214
2015-12-01,Comercio,Real, 5889.6866
2016-03-01,Comercio,Real, 4689.7035
2016-06-01,Comercio,Real, 4900.6621
2016-09-01,Comercio,Real, 4830.0187
2016-12-01,Comercio,Real, 6065.4840
2017-03-01,Comercio,Real, 4869.4556
2017-06-01,Comercio,Real, 5073.7749
2017-09-01,Comercio,Real, 5032.0517
2017-12-01,Comercio,Real, 6463.3706
2018-03-01,Comercio,Real, 5060.2386
2018-06-01,Comercio,Real, 4467.7157
2018-09-01,Comercio,Real, 4116.3028
2018-12-01,Comercio,Real, 5134.8733
2019-03-01,Comercio,Real, 4044.7155
2019-06-01,Comercio,Real, 4053.6169
2019-09-01,Comercio,Real, 3876.4200
2019-12-01,Comercio,Real, 5116.8492
2020-03-01,Comercio,Real, 4336.3803
2020-06-01,Comercio,Real, 4062.4403
2006-03-01,Hoteles y restaurantes,Real,  845.5292
2006-06-01,Hoteles y restaurantes,Real,  802.36246
2006-09-01,Hoteles y restaurantes,Real,  876.0747
2006-12-01,Hoteles y restaurantes,Real,  922.9320
2007-03-01,Hoteles y restaurantes,Real,  928.1238
2007-06-01,Hoteles y restaurantes,Real,  881.5951
2007-09-01,Hoteles y restaurantes,Real,  988.2887
2007-12-01,Hoteles y restaurantes,Real,  929.3098
2008-03-01,Hoteles y restaurantes,Real,  956.0988
2008-06-01,Hoteles y restaurantes,Real,  848.5606
2008-09-01,Hoteles y restaurantes,Real,  909.1667
2008-12-01,Hoteles y restaurantes,Real,  892.5151
2009-03-01,Hoteles y restaurantes,Real,  895.9558
2009-06-01,Hoteles y restaurantes,Real,  893.9907
2009-09-01,Hoteles y restaurantes,Real,  885.8177
2009-12-01,Hoteles y restaurantes,Real,  924.8214
2010-03-01,Hoteles y restaurantes,Real,  996.8569
2010-06-01,Hoteles y restaurantes,Real,  878.2981
2010-09-01,Hoteles y restaurantes,Real,  962.7656
2010-12-01,Hoteles y restaurantes,Real,  963.9088
2011-03-01,Hoteles y restaurantes,Real,  979.1480
2011-06-01,Hoteles y restaurantes,Real,  981.3016
2011-09-01,Hoteles y restaurantes,Real,  990.9943
2011-12-01,Hoteles y restaurantes,Real, 1035.3739
2012-03-01,Hoteles y restaurantes,Real, 1092.8060
2012-06-01,Hoteles y restaurantes,Real, 1019.8634
2012-09-01,Hoteles y restaurantes,Real, 1031.7520
2012-12-01,Hoteles y restaurantes,Real, 1138.6643
2013-03-01,Hoteles y restaurantes,Real, 1178.3489
2013-06-01,Hoteles y restaurantes,Real, 1071.2366
2013-09-01,Hoteles y restaurantes,Real, 1089.2110
2013-12-01,Hoteles y restaurantes,Real, 1198.3387
2014-03-01,Hoteles y restaurantes,Real, 1166.4131
2014-06-01,Hoteles y restaurantes,Real, 1129.6926
2014-09-01,Hoteles y restaurantes,Real, 1095.3859
2014-12-01,Hoteles y restaurantes,Real, 1263.4802
2015-03-01,Hoteles y restaurantes,Real, 1235.1388
2015-06-01,Hoteles y restaurantes,Real, 1140.5703
2015-09-01,Hoteles y restaurantes,Real, 1144.7524
2015-12-01,Hoteles y restaurantes,Real, 1315.3395
2016-03-01,Hoteles y restaurantes,Real, 1286.7728
2016-06-01,Hoteles y restaurantes,Real, 1155.3025
2016-09-01,Hoteles y restaurantes,Real, 1172.6440
2016-12-01,Hoteles y restaurantes,Real, 1525.0833
2017-03-01,Hoteles y restaurantes,Real, 1478.8329
2017-06-01,Hoteles y restaurantes,Real, 1329.6404
2017-09-01,Hoteles y restaurantes,Real, 1330.4239
2017-12-01,Hoteles y restaurantes,Real, 1759.1195
2018-03-01,Hoteles y restaurantes,Real, 1747.8020
2018-06-01,Hoteles y restaurantes,Real,  910.5193
2018-09-01,Hoteles y restaurantes,Real,  858.0112
2018-12-01,Hoteles y restaurantes,Real, 1190.2848
2019-03-01,Hoteles y restaurantes,Real, 1196.2252
2019-06-01,Hoteles y restaurantes,Real, 1085.1725
2019-09-01,Hoteles y restaurantes,Real, 1129.5900
2019-12-01,Hoteles y restaurantes,Real, 1456.8549
2020-03-01,Hoteles y restaurantes,Real, 1280.2679
2020-06-01,Hoteles y restaurantes,Real,  510.0539
2006-03-01,Transporte y comunicaciones,Real, 1750.9020
2006-06-01,Transporte y comunicaciones,Real, 1849.62457
2006-09-01,Transporte y comunicaciones,Real, 1706.2826
2006-12-01,Transporte y comunicaciones,Real, 1821.3255
2007-03-01,Transporte y comunicaciones,Real, 2001.1168
2007-06-01,Transporte y comunicaciones,Real, 2066.7761
2007-09-01,Transporte y comunicaciones,Real, 1947.4126
2007-12-01,Transporte y comunicaciones,Real, 2311.3778
2008-03-01,Transporte y comunicaciones,Real, 2118.7683
2008-06-01,Transporte y comunicaciones,Real, 2244.8899
2008-09-01,Transporte y comunicaciones,Real, 2149.1237
2008-12-01,Transporte y comunicaciones,Real, 2323.2384
2009-03-01,Transporte y comunicaciones,Real, 2136.7006
2009-06-01,Transporte y comunicaciones,Real, 2289.6396
2009-09-01,Transporte y comunicaciones,Real, 2052.6197
2009-12-01,Transporte y comunicaciones,Real, 2285.5385
2010-03-01,Transporte y comunicaciones,Real, 2410.1907
2010-06-01,Transporte y comunicaciones,Real, 2644.2920
2010-09-01,Transporte y comunicaciones,Real, 2438.5126
2010-12-01,Transporte y comunicaciones,Real, 2806.4721
2011-03-01,Transporte y comunicaciones,Real, 2676.8310
2011-06-01,Transporte y comunicaciones,Real, 2912.2702
2011-09-01,Transporte y comunicaciones,Real, 2857.3009
2011-12-01,Transporte y comunicaciones,Real, 3154.5840
2012-03-01,Transporte y comunicaciones,Real, 2876.5379
2012-06-01,Transporte y comunicaciones,Real, 3206.1804
2012-09-01,Transporte y comunicaciones,Real, 2953.2986
2012-12-01,Transporte y comunicaciones,Real, 3258.1581
2013-03-01,Transporte y comunicaciones,Real, 2936.8671
2013-06-01,Transporte y comunicaciones,Real, 3192.6286
2013-09-01,Transporte y comunicaciones,Real, 3215.0788
2013-12-01,Transporte y comunicaciones,Real, 3618.2080
2014-03-01,Transporte y comunicaciones,Real, 3199.9956
2014-06-01,Transporte y comunicaciones,Real, 3443.2753
2014-09-01,Transporte y comunicaciones,Real, 3305.5941
2014-12-01,Transporte y comunicaciones,Real, 3568.6939
2015-03-01,Transporte y comunicaciones,Real, 3349.9674
2015-06-01,Transporte y comunicaciones,Real, 3635.8313
2015-09-01,Transporte y comunicaciones,Real, 3646.2543
2015-12-01,Transporte y comunicaciones,Real, 3927.9919
2016-03-01,Transporte y comunicaciones,Real, 3443.7610
2016-06-01,Transporte y comunicaciones,Real, 4088.0737
2016-09-01,Transporte y comunicaciones,Real, 3956.7676
2016-12-01,Transporte y comunicaciones,Real, 4098.0314
2017-03-01,Transporte y comunicaciones,Real, 3643.0707
2017-06-01,Transporte y comunicaciones,Real, 4228.2566
2017-09-01,Transporte y comunicaciones,Real, 4134.3056
2017-12-01,Transporte y comunicaciones,Real, 4482.6697
2018-03-01,Transporte y comunicaciones,Real, 3892.4747
2018-06-01,Transporte y comunicaciones,Real, 4152.5279
2018-09-01,Transporte y comunicaciones,Real, 3851.7300
2018-12-01,Transporte y comunicaciones,Real, 3901.9616
2019-03-01,Transporte y comunicaciones,Real, 3384.3862
2019-06-01,Transporte y comunicaciones,Real, 3839.8651
2019-09-01,Transporte y comunicaciones,Real, 3611.2910
2019-12-01,Transporte y comunicaciones,Real, 3739.6815
2020-03-01,Transporte y comunicaciones,Real, 3223.7419
2020-06-01,Transporte y comunicaciones,Real, 3322.8877
2006-03-01,Financiero,Real, 1334.1385
2006-06-01,Financiero,Real, 1441.20096
2006-09-01,Financiero,Real, 1493.7423
2006-12-01,Financiero,Real, 1527.6662
2007-03-01,Financiero,Real, 1231.3812
2007-06-01,Financiero,Real, 1276.4724
2007-09-01,Financiero,Real, 1402.7387
2007-12-01,Financiero,Real, 1557.0864
2008-03-01,Financiero,Real, 1387.9546
2008-06-01,Financiero,Real, 1455.6416
2008-09-01,Financiero,Real, 1469.7221
2008-12-01,Financiero,Real, 1494.2219
2009-03-01,Financiero,Real, 1277.4547
2009-06-01,Financiero,Real, 1227.8602
2009-09-01,Financiero,Real, 1234.2346
2009-12-01,Financiero,Real, 1245.5143
2010-03-01,Financiero,Real, 1082.1084
2010-06-01,Financiero,Real, 1122.1849
2010-09-01,Financiero,Real, 1187.4773
2010-12-01,Financiero,Real, 1221.5498
2011-03-01,Financiero,Real, 1066.5461
2011-06-01,Financiero,Real, 1078.5195
2011-09-01,Financiero,Real, 1100.6808
2011-12-01,Financiero,Real, 1179.3222
2012-03-01,Financiero,Real, 1068.4209
2012-06-01,Financiero,Real, 1113.3903
2012-09-01,Financiero,Real, 1178.7232
2012-12-01,Financiero,Real, 1252.3965
2013-03-01,Financiero,Real, 1136.9248
2013-06-01,Financiero,Real, 1209.6089
2013-09-01,Financiero,Real, 1270.9263
2013-12-01,Financiero,Real, 1393.9424
2014-03-01,Financiero,Real, 1281.3861
2014-06-01,Financiero,Real, 1363.1421
2014-09-01,Financiero,Real, 1423.8062
2014-12-01,Financiero,Real, 1524.4924
2015-03-01,Financiero,Real, 1389.4745
2015-06-01,Financiero,Real, 1446.3116
2015-09-01,Financiero,Real, 1516.6188
2015-12-01,Financiero,Real, 1628.6392
2016-03-01,Financiero,Real, 1488.3754
2016-06-01,Financiero,Real, 1572.5149
2016-09-01,Financiero,Real, 1666.9143
2016-12-01,Financiero,Real, 1762.4612
2017-03-01,Financiero,Real, 1598.4750
2017-06-01,Financiero,Real, 1672.2678
2017-09-01,Financiero,Real, 1722.8777
2017-12-01,Financiero,Real, 1777.5526
2018-03-01,Financiero,Real, 1587.7256
2018-06-01,Financiero,Real, 1630.9262
2018-09-01,Financiero,Real, 1609.7741
2018-12-01,Financiero,Real, 1569.0212
2019-03-01,Financiero,Real, 1434.4291
2019-06-01,Financiero,Real, 1336.6521
2019-09-01,Financiero,Real, 1285.2993
2019-12-01,Financiero,Real, 1276.7678
2020-03-01,Financiero,Real, 1145.5940
2020-06-01,Financiero,Real, 1108.5716
2006-03-01,NA,Real, 2441.2043
2006-06-01,NA,Real, 2473.13292
2006-09-01,NA,Real, 2459.5199
2006-12-01,NA,Real, 2507.7882
2007-03-01,NA,Real, 2526.0007
2007-06-01,NA,Real, 2571.4374
2007-09-01,NA,Real, 2501.2555
2007-12-01,NA,Real, 2443.8442
2008-03-01,NA,Real, 2378.9531
2008-06-01,NA,Real, 2372.6370
2008-09-01,NA,Real, 2610.7682
2008-12-01,NA,Real, 2786.8922
2009-03-01,NA,Real, 2518.5488
2009-06-01,NA,Real, 2595.6691
2009-09-01,NA,Real, 2622.6115
2009-12-01,NA,Real, 2588.1636
2010-03-01,NA,Real, 2623.8992
2010-06-01,NA,Real, 2535.5027
2010-09-01,NA,Real, 2519.5682
2010-12-01,NA,Real, 2555.2696
2011-03-01,NA,Real, 2574.8525
2011-06-01,NA,Real, 2602.4432
2011-09-01,NA,Real, 2551.5519
2011-12-01,NA,Real, 2650.1033
2012-03-01,NA,Real, 2575.8128
2012-06-01,NA,Real, 2573.4355
2012-09-01,NA,Real, 2608.1403
2012-12-01,NA,Real, 2769.6811
2013-03-01,NA,Real, 2627.8137
2013-06-01,NA,Real, 2747.9765
2013-09-01,NA,Real, 2692.1092
2013-12-01,NA,Real, 2785.7725
2014-03-01,NA,Real, 2740.6195
2014-06-01,NA,Real, 2715.4450
2014-09-01,NA,Real, 2794.8175
2014-12-01,NA,Real, 2878.6864
2015-03-01,NA,Real, 2797.3552
2015-06-01,NA,Real, 2873.1419
2015-09-01,NA,Real, 2842.7489
2015-12-01,NA,Real, 2966.5113
2016-03-01,NA,Real, 2881.2465
2016-06-01,NA,Real, 2941.9984
2016-09-01,NA,Real, 2942.0695
2016-12-01,NA,Real, 3085.2488
2017-03-01,NA,Real, 2976.8131
2017-06-01,NA,Real, 3064.0397
2017-09-01,NA,Real, 3010.3326
2017-12-01,NA,Real, 3216.9583
2018-03-01,NA,Real, 2986.8612
2018-06-01,NA,Real, 3001.7511
2018-09-01,NA,Real, 2965.3866
2018-12-01,NA,Real, 3170.4107
2019-03-01,NA,Real, 2952.6502
2019-06-01,NA,Real, 2945.1416
2019-09-01,NA,Real, 2911.3064
2019-12-01,NA,Real, 3145.2500
2020-03-01,NA,Real, 2930.5953
2020-06-01,NA,Real, 2911.3582
2006-03-01,Administración pública y defensa,Real, 1505.5824
2006-06-01,Administración pública y defensa,Real, 1513.09315
2006-09-01,Administración pública y defensa,Real, 1519.6683
2006-12-01,Administración pública y defensa,Real, 1543.0858
2007-03-01,Administración pública y defensa,Real, 1536.3404
2007-06-01,Administración pública y defensa,Real, 1557.3718
2007-09-01,Administración pública y defensa,Real, 1600.0344
2007-12-01,Administración pública y defensa,Real, 1638.9193
2008-03-01,Administración pública y defensa,Real, 1685.7681
2008-06-01,Administración pública y defensa,Real, 1731.6451
2008-09-01,Administración pública y defensa,Real, 1766.0406
2008-12-01,Administración pública y defensa,Real, 1791.4008
2009-03-01,Administración pública y defensa,Real, 1811.9917
2009-06-01,Administración pública y defensa,Real, 1819.6771
2009-09-01,Administración pública y defensa,Real, 1838.4545
2009-12-01,Administración pública y defensa,Real, 1859.4861
2010-03-01,Administración pública y defensa,Real, 1882.6651
2010-06-01,Administración pública y defensa,Real, 1911.5471
2010-09-01,Administración pública y defensa,Real, 1932.2209
2010-12-01,Administración pública y defensa,Real, 1945.1922
2011-03-01,Administración pública y defensa,Real, 1980.5438
2011-06-01,Administración pública y defensa,Real, 2002.9120
2011-09-01,Administración pública y defensa,Real, 2028.1398
2011-12-01,Administración pública y defensa,Real, 2041.0583
2012-03-01,Administración pública y defensa,Real, 2021.0409
2012-06-01,Administración pública y defensa,Real, 2087.1430
2012-09-01,Administración pública y defensa,Real, 2124.1416
2012-12-01,Administración pública y defensa,Real, 2160.0635
2013-03-01,Administración pública y defensa,Real, 2190.9353
2013-06-01,Administración pública y defensa,Real, 2203.0561
2013-09-01,Administración pública y defensa,Real, 2226.0244
2013-12-01,Administración pública y defensa,Real, 2247.5314
2014-03-01,Administración pública y defensa,Real, 2274.6282
2014-06-01,Administración pública y defensa,Real, 2295.8638
2014-09-01,Administración pública y defensa,Real, 2325.7838
2014-12-01,Administración pública y defensa,Real, 2354.6128
2015-03-01,Administración pública y defensa,Real, 2366.1907
2015-06-01,Administración pública y defensa,Real, 2370.9804
2015-09-01,Administración pública y defensa,Real, 2393.2882
2015-12-01,Administración pública y defensa,Real, 2429.8871
2016-03-01,Administración pública y defensa,Real, 2452.8958
2016-06-01,Administración pública y defensa,Real, 2493.6038
2016-09-01,Administración pública y defensa,Real, 2570.7781
2016-12-01,Administración pública y defensa,Real, 2671.9835
2017-03-01,Administración pública y defensa,Real, 2675.5687
2017-06-01,Administración pública y defensa,Real, 2668.4666
2017-09-01,Administración pública y defensa,Real, 2702.5943
2017-12-01,Administración pública y defensa,Real, 2713.1913
2018-03-01,Administración pública y defensa,Real, 2710.9673
2018-06-01,Administración pública y defensa,Real, 2672.9646
2018-09-01,Administración pública y defensa,Real, 2678.5948
2018-12-01,Administración pública y defensa,Real, 2687.5707
2019-03-01,Administración pública y defensa,Real, 2678.4675
2019-06-01,Administración pública y defensa,Real, 2683.2911
2019-09-01,Administración pública y defensa,Real, 2719.8558
2019-12-01,Administración pública y defensa,Real, 2717.7133
2020-03-01,Administración pública y defensa,Real, 2733.8583
2020-06-01,Administración pública y defensa,Real, 2740.7524
2006-03-01,Enseñanza,Real, 1379.8593
2006-06-01,Enseñanza,Real, 1323.90041
2006-09-01,Enseñanza,Real, 1322.1067
2006-12-01,Enseñanza,Real, 1304.0342
2007-03-01,Enseñanza,Real, 1408.8701
2007-06-01,Enseñanza,Real, 1333.9375
2007-09-01,Enseñanza,Real, 1366.0826
2007-12-01,Enseñanza,Real, 1350.0505
2008-03-01,Enseñanza,Real, 1504.5863
2008-06-01,Enseñanza,Real, 1357.8848
2008-09-01,Enseñanza,Real, 1424.5103
2008-12-01,Enseñanza,Real, 1419.9238
2009-03-01,Enseñanza,Real, 1541.4116
2009-06-01,Enseñanza,Real, 1383.4956
2009-09-01,Enseñanza,Real, 1397.9610
2009-12-01,Enseñanza,Real, 1407.4947
2010-03-01,Enseñanza,Real, 1503.6801
2010-06-01,Enseñanza,Real, 1348.4198
2010-09-01,Enseñanza,Real, 1452.1058
2010-12-01,Enseñanza,Real, 1440.6273
2011-03-01,Enseñanza,Real, 1496.9782
2011-06-01,Enseñanza,Real, 1450.5387
2011-09-01,Enseñanza,Real, 1477.8919
2011-12-01,Enseñanza,Real, 1490.5872
2012-03-01,Enseñanza,Real, 1556.6262
2012-06-01,Enseñanza,Real, 1478.7251
2012-09-01,Enseñanza,Real, 1501.2897
2012-12-01,Enseñanza,Real, 1568.3312
2013-03-01,Enseñanza,Real, 1556.0883
2013-06-01,Enseñanza,Real, 1522.7224
2013-09-01,Enseñanza,Real, 1529.1819
2013-12-01,Enseñanza,Real, 1589.5850
2014-03-01,Enseñanza,Real, 1648.4167
2014-06-01,Enseñanza,Real, 1563.6424
2014-09-01,Enseñanza,Real, 1490.8343
2014-12-01,Enseñanza,Real, 1624.8242
2015-03-01,Enseñanza,Real, 1701.6901
